"(Intercept)",-7.02368245397406
"Cycle",0.678874818718445
"PIC1",-0.376222029295007
"PIC2",-1.7235471843933
"PIC3",-1.0872008833533
"PIC4",-0.45282245923039
"PIC5",-0.0392773368155299
"PIC6",-1.09756757347666
"PIC7",-1.00054318042614
"PIC8",-0.190752069606147
"PIC9",-1.81695454384859
"PIC10",-3.27741864464246
"PIC11",-2.54635068812899
"PIC12",0.847406160346091
"PIC13",-1.76075427901843
"PIC14",-1.34213140381716
"PIC15",-1.7505853236722
"PIC16",0.469123536441581
"PIC17",-1.8740080861965
"PIC18",-1.24659404470562
"PIC19",0.317672966155422
"PIC20",-0.194214668470292
"PIC21",-0.800780538255429
"PIC22",-0.283902549882178
"PIC23",0.440736285805131
"PIC24",0.133089242136668
"PIC25",-1.10774548996111
"PIC26",-2.95383448728542
"PIC27",-0.66189363053539
"PIC28",0.023460432830015
"PIC29",-1.50777346931854
"PIC30",-0.890479325660771
"PIC31",-2.40923574064768
